gap_type,alpha,xmin_s,xmin_h
within_session,1.772608,3307.000000,0.918611
within_session,3.345586,2509.000000,0.696944
within_session,3.982994,3959.000000,1.099722
within_session,1.598197,706.000000,0.196111
within_session,3.129273,19504.000000,5.417778
within_session,4.348597,156.000000,0.043333
within_session,3.124300,5085.000000,1.412500
within_session,1.869464,596.000000,0.165556
within_session,1.413210,43.000000,0.011944
within_session,1.483474,657.000000,0.182500
within_session,2.090002,647.000000,0.179722
within_session,3.248784,184.000000,0.051111
within_session,1.796908,252.000000,0.070000
within_session,1.584607,198.000000,0.055000
within_session,1.419224,54.000000,0.015000
within_session,2.059155,9233.000000,2.564722
within_session,1.535738,1321.000000,0.366944
within_session,1.749903,1105.000000,0.306944
within_session,2.010047,1781.000000,0.494722
within_session,3.849387,192.000000,0.053333
within_session,3.418643,444.000000,0.123333
within_session,3.438882,25237.000000,7.010278
within_session,1.558268,53.000000,0.014722
within_session,2.184480,9041.000000,2.511389
within_session,3.511943,904.000000,0.251111
within_session,2.531273,8877.000000,2.465833
within_session,3.506087,1076.000000,0.298889
within_session,4.164927,48762.000000,13.545000
within_session,4.387469,11767.000000,3.268611
within_session,1.813759,297.000000,0.082500
within_session,2.892598,4779.000000,1.327500
within_session,3.515884,41223.000000,11.450833
within_session,1.986698,1157.000000,0.321389
within_session,1.346581,38.000000,0.010556
within_session,2.238886,2402.000000,0.667222
within_session,2.844964,3899.000000,1.083056
within_session,3.652961,14.000000,0.003889
within_session,1.424666,103.000000,0.028611
within_session,1.247856,21.000000,0.005833
within_session,1.851685,1384.000000,0.384444
within_session,4.464347,18324.000000,5.090000
within_session,1.957645,703.000000,0.195278
within_session,1.760838,570.000000,0.158333
within_session,2.513329,3586.000000,0.996111
within_session,1.323187,9.000000,0.002500
within_session,1.691104,81.000000,0.022500
within_session,1.660099,137.000000,0.038056
within_session,1.992150,652.000000,0.181111
within_session,1.658166,2586.000000,0.718333
within_session,3.754973,316.000000,0.087778
within_session,2.714211,2067.000000,0.574167
within_session,4.217589,651.000000,0.180833
within_session,3.708539,4694.000000,1.303889
within_session,2.882171,16585.000000,4.606944
within_session,5.458488,59784.000000,16.606667
within_session,2.615272,12593.000000,3.498056
within_session,2.289613,231.000000,0.064167
within_session,1.824998,61.000000,0.016944
within_session,6.496304,65.000000,0.018056
within_session,1.517865,61.000000,0.016944
within_session,3.348228,162.000000,0.045000
within_session,1.745096,5746.000000,1.596111
within_session,1.930679,2520.000000,0.700000
within_session,1.262128,13.000000,0.003611
within_session,3.041987,1455.000000,0.404167
within_session,1.947212,147.000000,0.040833
within_session,6.200828,43432.000000,12.064444
within_session,7.033335,2598.000000,0.721667
within_session,3.070104,16912.000000,4.697778
within_session,2.193688,1679.000000,0.466389
within_session,1.344099,190.000000,0.052778
within_session,1.467393,52.000000,0.014444
within_session,1.426433,153.000000,0.042500
within_session,1.695944,125.000000,0.034722
within_session,5.650010,5985.000000,1.662500
within_session,1.442825,83.000000,0.023056
within_session,1.805494,3622.000000,1.006111
within_session,1.433710,349.000000,0.096944
within_session,3.269283,334.000000,0.092778
within_session,2.268558,2049.000000,0.569167
within_session,1.903531,8473.000000,2.353611
within_session,3.548905,112.000000,0.031111
within_session,1.335203,22.000000,0.006111
within_session,1.468961,72.000000,0.020000
within_session,1.370530,33.000000,0.009167
within_session,3.418840,9.000000,0.002500
within_session,3.259566,26953.000000,7.486944
within_session,3.342706,8237.000000,2.288056
within_session,2.610713,4039.000000,1.121944
within_session,1273.344581,43198.000000,11.999444
within_session,1.232150,36.000000,0.010000
within_session,2.901783,3019.000000,0.838611
within_session,2.233588,922.000000,0.256111
within_session,2.785109,5181.000000,1.439167
within_session,1.834443,721.000000,0.200278
within_session,1.624037,87.000000,0.024167
within_session,1.562368,700.000000,0.194444
within_session,1.474312,17.000000,0.004722
within_session,1.598446,923.000000,0.256389
within_session,2.920350,201.000000,0.055833
within_session,1.608877,75.000000,0.020833
within_session,1.302936,57.000000,0.015833
within_session,1.457592,95.000000,0.026389
within_session,1.792665,49.000000,0.013611
within_session,3.951467,357.000000,0.099167
within_session,4.883135,4027.000000,1.118611
within_session,1.677818,2222.000000,0.617222
within_session,4.163020,10833.000000,3.009167
within_session,2.318165,8058.000000,2.238333
within_session,1.841070,106.000000,0.029444
within_session,1.340067,21.000000,0.005833
within_session,2.154022,1470.000000,0.408333
within_session,1.434762,53.000000,0.014722
within_session,1.464654,34.000000,0.009444
within_session,3.046122,4581.000000,1.272500
within_session,3.280403,2787.000000,0.774167
within_session,3.914461,2330.000000,0.647222
within_session,2.838062,720.000000,0.200000
within_session,1.656021,1728.000000,0.480000
within_session,2.179046,7667.000000,2.129722
within_session,2.636276,2401.000000,0.666944
within_session,5.410424,54774.000000,15.215000
within_session,3.328728,8732.000000,2.425556
within_session,5.480619,2175.000000,0.604167
within_session,1.516240,328.000000,0.091111
within_session,1.301026,49.000000,0.013611
within_session,1.766902,70.000000,0.019444
within_session,1.590046,106.000000,0.029444
within_session,2.637869,8765.000000,2.434722
within_session,1.695238,68.000000,0.018889
within_session,3.024321,35278.000000,9.799444
within_session,2.479863,5725.000000,1.590278
within_session,1.794277,172.000000,0.047778
within_session,1.741158,4830.000000,1.341667
within_session,2.005256,37.000000,0.010278
within_session,1.840134,6514.000000,1.809444
within_session,4.579373,6822.000000,1.895000
within_session,1.607474,69.000000,0.019167
within_session,18.220865,10627.000000,2.951944
within_session,1.491168,56.000000,0.015556
within_session,2.007448,84.000000,0.023333
within_session,1.321491,62.000000,0.017222
within_session,1.843336,219.000000,0.060833
within_session,1.604402,132.000000,0.036667
within_session,1.507852,117.000000,0.032500
within_session,2.959219,367.000000,0.101944
within_session,3.357083,5747.000000,1.596389
within_session,1.795177,354.000000,0.098333
within_session,3.902788,435.000000,0.120833
within_session,6.685599,47962.000000,13.322778
within_session,1.588923,177.000000,0.049167
within_session,3.797801,5096.000000,1.415556
within_session,1.827939,295.000000,0.081944
within_session,63.937483,3622.000000,1.006111
within_session,8.215204,31951.000000,8.875278
within_session,3.560388,205.000000,0.056944
within_session,3.465310,2814.000000,0.781667
within_session,2.918171,1640.000000,0.455556
within_session,2.434271,2951.000000,0.819722
within_session,3.282836,517.000000,0.143611
within_session,3.174875,57.000000,0.015833
within_session,2.625204,200.000000,0.055556
within_session,1.640831,2711.000000,0.753056
within_session,2.091671,1871.000000,0.519722
within_session,1.303141,40.000000,0.011111
within_session,1.626233,1361.000000,0.378056
within_session,1.297248,71.000000,0.019722
within_session,2.286260,183.000000,0.050833
within_session,1.656176,2929.000000,0.813611
within_session,4.726609,46431.000000,12.897500
within_session,6.029826,919.000000,0.255278
within_session,1.688049,89.000000,0.024722
within_session,1.981228,48.000000,0.013333
within_session,1.423427,19.000000,0.005278
within_session,2.573891,6027.000000,1.674167
within_session,2.373221,5868.000000,1.630000
within_session,3.935210,4885.000000,1.356944
within_session,2.381084,209.000000,0.058056
within_session,2.914081,196.000000,0.054444
within_session,4.454626,1295.000000,0.359722
within_session,3.096789,18328.000000,5.091111
within_session,1.652823,2489.000000,0.691389
within_session,1.450818,888.000000,0.246667
within_session,2.341452,5151.000000,1.430833
within_session,4.118385,265.000000,0.073611
within_session,1.770725,18.000000,0.005000
within_session,2.196347,22903.000000,6.361944
within_session,1.561925,416.000000,0.115556
within_session,1.687194,295.000000,0.081944
within_session,2.082713,15963.000000,4.434167
within_session,1.570796,494.000000,0.137222
within_session,2.957397,6207.000000,1.724167
within_session,6.495754,312.000000,0.086667
within_session,3.623440,4427.000000,1.229722
within_session,1.985666,2220.000000,0.616667
within_session,5.976339,6070.000000,1.686111
within_session,3.846481,19439.000000,5.399722
within_session,4.333328,174.000000,0.048333
within_session,1.955309,202.000000,0.056111
within_session,1.763094,6156.000000,1.710000
within_session,3.066183,3089.000000,0.858056
within_session,3.899209,20.000000,0.005556
within_session,2.236298,135.000000,0.037500
within_session,3.767225,11668.000000,3.241111
within_session,1.549225,543.000000,0.150833
within_session,4.249180,1143.000000,0.317500
within_session,4.398352,32455.000000,9.015278
within_session,2.122659,3998.000000,1.110556
within_session,1.386965,66.000000,0.018333
within_session,3.926898,139.000000,0.038611
within_session,1.711752,94.000000,0.026111
within_session,1.259992,53.000000,0.014722
within_session,1.500132,1811.000000,0.503056
within_session,3.271846,30.000000,0.008333
within_session,1.417029,735.000000,0.204167
within_session,1.388834,57.000000,0.015833
within_session,2.370767,45.000000,0.012500
within_session,1.479517,214.000000,0.059444
within_session,1.313265,17.000000,0.004722
within_session,2.289595,32.000000,0.008889
within_session,6.391799,13.000000,0.003611
within_session,2.210525,160.000000,0.044444
within_session,2.131803,3386.000000,0.940556
within_session,2.544830,30259.000000,8.405278
within_session,1.752607,905.000000,0.251389
within_session,2.984029,26077.000000,7.243611
within_session,6.111884,17406.000000,4.835000
within_session,5.690831,4389.000000,1.219167
within_session,2.974514,615.000000,0.170833
within_session,5.165607,8229.000000,2.285833
within_session,1.597924,2148.000000,0.596667
within_session,2.722136,13.000000,0.003611
within_session,3.073241,6123.000000,1.700833
within_session,2.862427,17899.000000,4.971944
within_session,1.669620,738.000000,0.205000
within_session,1.780393,3520.000000,0.977778
within_session,2.496122,9019.000000,2.505278
within_session,4.011546,1038.000000,0.288333
within_session,3.003409,5384.000000,1.495556
within_session,1.650823,552.000000,0.153333
within_session,4.054503,17688.000000,4.913333
within_session,7.239302,363.000000,0.100833
within_session,2.000689,564.000000,0.156667
within_session,1.723960,128.000000,0.035556
within_session,2.872448,3146.000000,0.873889
within_session,1.289997,159.000000,0.044167
within_session,2.400271,70.000000,0.019444
within_session,1.829940,77.000000,0.021389
within_session,3.431142,1269.000000,0.352500
within_session,1.388865,68.000000,0.018889
within_session,2.170986,2682.000000,0.745000
within_session,1.346744,49.000000,0.013611
within_session,1.769950,994.000000,0.276111
within_session,1.716713,219.000000,0.060833
within_session,2.022639,39.000000,0.010833
within_session,1.331094,92.000000,0.025556
within_session,1.825187,7329.000000,2.035833
within_session,3.401640,316.000000,0.087778
within_session,1.466634,81.000000,0.022500
within_session,1.452042,156.000000,0.043333
within_session,2.833497,909.000000,0.252500
within_session,1.596723,64.000000,0.017778
within_session,1.574668,311.000000,0.086389
within_session,4.126769,21307.000000,5.918611
within_session,4.394849,9919.000000,2.755278
within_session,1.309668,29.000000,0.008056
within_session,1.789803,5448.000000,1.513333
within_session,1.845033,535.000000,0.148611
within_session,3.667515,94.000000,0.026111
within_session,1.976569,47.000000,0.013056
within_session,5.053119,214.000000,0.059444
within_session,1.722833,508.000000,0.141111
within_session,2.823436,8271.000000,2.297500
within_session,5.388480,228.000000,0.063333
within_session,4.317433,108.000000,0.030000
within_session,3.591453,403.000000,0.111944
within_session,1.522680,1360.000000,0.377778
within_session,4.258978,53047.000000,14.735278
within_session,1.953056,149.000000,0.041389
within_session,2.863700,2285.000000,0.634722
within_session,6.249068,6586.000000,1.829444
within_session,1.565328,67.000000,0.018611
within_session,17.168162,81936.000000,22.760000
within_session,1.349789,26.000000,0.007222
within_session,2.689885,1060.000000,0.294444
within_session,3.168918,32256.000000,8.960000
within_session,1.768406,30.000000,0.008333
within_session,3.028877,2833.000000,0.786944
within_session,3.498043,2816.000000,0.782222
within_session,2.453297,76.000000,0.021111
within_session,2.708342,38563.000000,10.711944
within_session,3.399697,10372.000000,2.881111
within_session,3.709876,5604.000000,1.556667
within_session,5.689053,62430.000000,17.341667
within_session,2.083906,1377.000000,0.382500
within_session,2.715257,14359.000000,3.988611
within_session,3.931870,15824.000000,4.395556
within_session,5.715161,380.000000,0.105556
within_session,1.835703,7176.000000,1.993333
within_session,4.243795,417.000000,0.115833
within_session,2.138759,591.000000,0.164167
within_session,3.881402,6584.000000,1.828889
within_session,6.364556,57075.000000,15.854167
within_session,2.355293,16020.000000,4.450000
within_session,3.345631,71.000000,0.019722
within_session,8.451998,3252.000000,0.903333
within_session,7.680840,9090.000000,2.525000
within_session,1.486463,215.000000,0.059722
within_session,3.973834,40929.000000,11.369167
within_session,2.861232,19129.000000,5.313611
within_session,2.673925,56.000000,0.015556
within_session,2.550548,13763.000000,3.823056
within_session,1.557163,54.000000,0.015000
within_session,11.576199,87852.000000,24.403333
within_session,2.504843,5405.000000,1.501389
within_session,1.630282,37.000000,0.010278
within_session,1.517525,39.000000,0.010833
within_session,1.682479,89.000000,0.024722
within_session,4.125124,50443.000000,14.011944
within_session,1.407043,85.000000,0.023611
within_session,3.224168,15955.000000,4.431944
within_session,2.618349,3254.000000,0.903889
within_session,2.070165,486.000000,0.135000
within_session,2.633809,44.000000,0.012222
within_session,2.700861,3991.000000,1.108611
within_session,2.528620,4.000000,0.001111
within_session,2.413701,87.000000,0.024167
within_session,3.269577,11449.000000,3.180278
within_session,1.835461,798.000000,0.221667
within_session,4.116228,5794.000000,1.609444
within_session,2.372119,11737.000000,3.260278
within_session,3.566288,10011.000000,2.780833
within_session,4.378209,1332.000000,0.370000
within_session,1.931129,35.000000,0.009722
within_session,2.322451,999.000000,0.277500
within_session,1.984410,183.000000,0.050833
within_session,1.592460,123.000000,0.034167
within_session,5.419326,75056.000000,20.848889
within_session,6.648298,22134.000000,6.148333
within_session,1.286246,37.000000,0.010278
within_session,1.346310,60.000000,0.016667
within_session,5.518871,95.000000,0.026389
within_session,2.607139,304.000000,0.084444
within_session,1.827099,279.000000,0.077500
within_session,1.648225,1003.000000,0.278611
within_session,2.409984,137.000000,0.038056
within_session,1.482564,750.000000,0.208333
within_session,2.684259,200.000000,0.055556
within_session,3.454758,17074.000000,4.742778
within_session,2.270004,8451.000000,2.347500
within_session,3.237879,6292.000000,1.747778
within_session,1.446597,111.000000,0.030833
within_session,2.800661,31.000000,0.008611
within_session,2.785160,3086.000000,0.857222
within_session,1.953543,8172.000000,2.270000
within_session,3.142430,38.000000,0.010556
within_session,18.197114,71492.000000,19.858889
within_session,4.598634,108.000000,0.030000
within_session,7.017394,6146.000000,1.707222
within_session,6.490154,10532.000000,2.925556
within_session,2.275127,2819.000000,0.783056
within_session,1.473069,248.000000,0.068889
within_session,4.963185,14118.000000,3.921667
within_session,1.270308,36.000000,0.010000
within_session,2.119549,1244.000000,0.345556
within_session,3.480899,17357.000000,4.821389
within_session,1.866487,73.000000,0.020278
within_session,1.946475,1751.000000,0.486389
within_session,4.447652,382.000000,0.106111
within_session,2.014068,130.000000,0.036111
within_session,4.021795,3481.000000,0.966944
within_session,1.450096,135.000000,0.037500
within_session,2.880747,277.000000,0.076944
within_session,1.680730,26.000000,0.007222
within_session,2.277270,1385.000000,0.384722
within_session,2.416671,5171.000000,1.436389
within_session,2.739576,27412.000000,7.614444
within_session,2.943185,3139.000000,0.871944
within_session,1.975334,97.000000,0.026944
within_session,2.273033,150.000000,0.041667
within_session,1.887067,1880.000000,0.522222
within_session,2.488302,215.000000,0.059722
within_session,3.871488,5037.000000,1.399167
within_session,2.020732,120.000000,0.033333
within_session,1.352969,383.000000,0.106389
within_session,3.100791,2445.000000,0.679167
within_session,4.505369,468.000000,0.130000
within_session,4.292776,18.000000,0.005000
within_session,3.374267,2873.000000,0.798056
within_session,1.418401,63.000000,0.017500
within_session,1.585667,333.000000,0.092500
within_session,2.936219,21309.000000,5.919167
within_session,3.113493,623.000000,0.173056
within_session,2.273080,9184.000000,2.551111
within_session,2.301591,3673.000000,1.020278
within_session,1.411342,144.000000,0.040000
within_session,3.603421,8667.000000,2.407500
within_session,2.464851,40.000000,0.011111
within_session,1.957684,156.000000,0.043333
within_session,5.175846,1548.000000,0.430000
within_session,3.348443,4737.000000,1.315833
within_session,4.185734,25273.000000,7.020278
within_session,4.975136,37756.000000,10.487778
within_session,2.082960,15534.000000,4.315000
within_session,2.171115,9738.000000,2.705000
within_session,2.878475,8255.000000,2.293056
within_session,1.617094,73.000000,0.020278
within_session,3.384270,6030.000000,1.675000
within_session,2.308973,329.000000,0.091389
within_session,2.640749,1957.000000,0.543611
within_session,4.185872,305.000000,0.084722
within_session,2.287959,356.000000,0.098889
within_session,1.917518,2292.000000,0.636667
within_session,2.409614,18831.000000,5.230833
within_session,1.882925,95.000000,0.026389
within_session,3.368192,190.000000,0.052778
within_session,1.539657,1471.000000,0.408611
within_session,14.494632,83941.000000,23.316944
within_session,1.561436,74.000000,0.020556
within_session,3.272549,183.000000,0.050833
within_session,2.546471,10208.000000,2.835556
within_session,2.357038,13473.000000,3.742500
within_session,2.502886,3311.000000,0.919722
within_session,2.167087,75.000000,0.020833
within_session,2.149084,1422.000000,0.395000
within_session,4.321940,153.000000,0.042500
within_session,1.345735,46.000000,0.012778
within_session,3.064580,55.000000,0.015278
within_session,2.849332,40050.000000,11.125000
within_session,1.755743,290.000000,0.080556
within_session,2.667902,959.000000,0.266389
within_session,1.823662,771.000000,0.214167
within_session,4.028813,6837.000000,1.899167
within_session,3.273737,11165.000000,3.101389
within_session,2.153217,621.000000,0.172500
within_session,4.021846,13386.000000,3.718333
within_session,1.668976,165.000000,0.045833
within_session,2.168629,2983.000000,0.828611
within_session,2.805983,2843.000000,0.789722
within_session,4.642129,26536.000000,7.371111
within_session,8.339272,37253.000000,10.348056
within_session,3.025869,2006.000000,0.557222
within_session,3.621375,2373.000000,0.659167
within_session,6.783460,16841.000000,4.678056
within_session,2.620724,4235.000000,1.176389
within_session,3.962097,14804.000000,4.112222
within_session,2.420755,37.000000,0.010278
within_session,1.316753,51.000000,0.014167
within_session,2.219879,5318.000000,1.477222
within_session,1.228558,15.000000,0.004167
within_session,1.791919,929.000000,0.258056
within_session,1.548702,220.000000,0.061111
within_session,1.703677,232.000000,0.064444
within_session,1.786114,1070.000000,0.297222
within_session,4.844821,4681.000000,1.300278
within_session,4.121273,98.000000,0.027222
within_session,2.286973,3762.000000,1.045000
within_session,1.338554,13.000000,0.003611
within_session,1.631615,64.000000,0.017778
within_session,1.589446,547.000000,0.151944
within_session,2.871629,199.000000,0.055278
within_session,1.359791,147.000000,0.040833
within_session,3.323490,37148.000000,10.318889
within_session,1.442582,543.000000,0.150833
within_session,1.555750,75.000000,0.020833
within_session,3.753791,9243.000000,2.567500
within_session,5.379796,73798.000000,20.499444
within_session,1.733066,1050.000000,0.291667
within_session,8.433860,1486.000000,0.412778
within_session,2.400677,264.000000,0.073333
within_session,3.436718,109.000000,0.030278
within_session,1.301086,38.000000,0.010556
within_session,2.271364,115.000000,0.031944
within_session,1.661151,540.000000,0.150000
within_session,1.737764,68.000000,0.018889
within_session,1.772845,2708.000000,0.752222
within_session,1.859346,511.000000,0.141944
within_session,1.430729,53.000000,0.014722
within_session,1.553097,229.000000,0.063611
within_session,2.681560,351.000000,0.097500
within_session,1.711968,5617.000000,1.560278
within_session,1.489405,294.000000,0.081667
within_session,2.638929,283.000000,0.078611
within_session,1.569937,511.000000,0.141944
within_session,8.003021,239.000000,0.066389
within_session,2.821636,13158.000000,3.655000
within_session,1.266740,97.000000,0.026944
within_session,5.519566,702.000000,0.195000
within_session,3.574308,1401.000000,0.389167
within_session,1.478840,223.000000,0.061944
within_session,3.343594,1103.000000,0.306389
within_session,4.984372,17088.000000,4.746667
within_session,1.889722,125.000000,0.034722
within_session,1.995558,152.000000,0.042222
within_session,3.023162,184.000000,0.051111
within_session,1.934835,127.000000,0.035278
within_session,1.649867,110.000000,0.030556
within_session,2.339023,1064.000000,0.295556
within_session,2.451043,23.000000,0.006389
within_session,1.349857,131.000000,0.036389
within_session,2.373921,25892.000000,7.192222
within_session,2.416296,11.000000,0.003056
within_session,2.657699,564.000000,0.156667
within_session,1.910535,115.000000,0.031944
within_session,1.359445,176.000000,0.048889
within_session,3.625819,13738.000000,3.816111
within_session,2.694887,30328.000000,8.424444
within_session,3.129976,289.000000,0.080278
within_session,4.156895,4135.000000,1.148611
within_session,1.924225,1417.000000,0.393611
within_session,3.304674,34868.000000,9.685556
within_session,3.265385,6202.000000,1.722778
within_session,2.579258,160.000000,0.044444
within_session,2.034537,101.000000,0.028056
within_session,1.980495,1034.000000,0.287222
within_session,2.730142,898.000000,0.249444
within_session,2.407576,17073.000000,4.742500
within_session,2.561926,153.000000,0.042500
within_session,1.232030,9.000000,0.002500
within_session,3.642635,22880.000000,6.355556
within_session,2.619207,613.000000,0.170278
within_session,1.314253,54.000000,0.015000
within_session,1.647804,95.000000,0.026389
within_session,1.393751,55.000000,0.015278
within_session,2.794150,11186.000000,3.107222
within_session,4.532648,39034.000000,10.842778
within_session,2.345382,837.000000,0.232500
within_session,4.343238,39794.000000,11.053889
within_session,6.494904,8906.000000,2.473889
within_session,1.743332,3714.000000,1.031667
within_session,1.934602,75.000000,0.020833
within_session,4.208190,1645.000000,0.456944
within_session,8.986346,166.000000,0.046111
within_session,2.320455,4172.000000,1.158889
within_session,1.337838,71.000000,0.019722
within_session,1.582316,742.000000,0.206111
within_session,2.269404,230.000000,0.063889
within_session,3.021317,66.000000,0.018333
within_session,4.196734,719.000000,0.199722
within_session,1.585806,7.000000,0.001944
within_session,3.675860,131.000000,0.036389
within_session,1.323717,75.000000,0.020833
within_session,6.803473,624.000000,0.173333
within_session,4.374519,12365.000000,3.434722
within_session,2.681799,38.000000,0.010556
within_session,2.185079,412.000000,0.114444
within_session,3.180719,364.000000,0.101111
within_session,5.031435,6483.000000,1.800833
within_session,1.471117,60.000000,0.016667
within_session,2.201971,4.000000,0.001111
within_session,3.510457,36485.000000,10.134722
within_session,1.431919,52.000000,0.014444
within_session,2.732083,638.000000,0.177222
within_session,4.128081,5.000000,0.001389
within_session,2.196244,2318.000000,0.643889
within_session,1.514041,22.000000,0.006111
within_session,2.148186,337.000000,0.093611
within_session,1.325149,27.000000,0.007500
within_session,3.591376,49266.000000,13.685000
within_session,1.796591,2135.000000,0.593056
within_session,3.252808,3014.000000,0.837222
within_session,1.261539,45.000000,0.012500
within_session,1.942973,171.000000,0.047500
within_session,2.772817,4.000000,0.001111
within_session,4.282682,18007.000000,5.001944
within_session,2.619835,10559.000000,2.933056
within_session,3.261809,5068.000000,1.407778
within_session,2.932295,711.000000,0.197500
within_session,1.304575,82.000000,0.022778
within_session,2.889918,187.000000,0.051944
within_session,1.336334,121.000000,0.033611
within_session,76.451618,7236.000000,2.010000
within_session,1.614716,1999.000000,0.555278
within_session,2.213843,12926.000000,3.590556
within_session,2.498636,4535.000000,1.259722
within_session,3.405303,36711.000000,10.197500
within_session,2.297988,4290.000000,1.191667
within_session,1.647210,29.000000,0.008056
within_session,4.690327,402.000000,0.111667
within_session,3.183270,321.000000,0.089167
within_session,2.235836,1805.000000,0.501389
within_session,2.458201,10104.000000,2.806667
within_session,3.600581,7153.000000,1.986944
within_session,2.583181,4394.000000,1.220556
within_session,1.599504,899.000000,0.249722
within_session,1.381679,14.000000,0.003889
within_session,5.447217,12728.000000,3.535556
within_session,1.888036,186.000000,0.051667
within_session,2.546118,4673.000000,1.298056
within_session,1.728177,4.000000,0.001111
within_session,2.299840,1411.000000,0.391944
within_session,3.881757,5949.000000,1.652500
within_session,2.082455,1589.000000,0.441389
within_session,2.787259,1706.000000,0.473889
within_session,3.979664,14349.000000,3.985833
within_session,4.043449,13347.000000,3.707500
within_session,2.690663,28.000000,0.007778
within_session,1.596924,35.000000,0.009722
within_session,3.247558,6280.000000,1.744444
within_session,1.383188,316.000000,0.087778
within_session,2.814559,19165.000000,5.323611
within_session,1.374908,23.000000,0.006389
within_session,1.629120,124.000000,0.034444
within_session,3.954525,4303.000000,1.195278
within_session,12869.574641,10800.000000,3.000000
within_session,1.392103,96.000000,0.026667
within_session,1.813906,804.000000,0.223333
within_session,2.636338,17894.000000,4.970556
within_session,1.951691,2325.000000,0.645833
within_session,15.562718,75548.000000,20.985556
within_session,1.441473,59.000000,0.016389
within_session,1.946197,5457.000000,1.515833
within_session,1.396922,116.000000,0.032222
within_session,3.422244,9.000000,0.002500
within_session,3.411250,13693.000000,3.803611
within_session,2.806779,33545.000000,9.318056
within_session,4.774855,104.000000,0.028889
within_session,2.604431,86.000000,0.023889
within_session,4.806054,32472.000000,9.020000
within_session,2.852102,160.000000,0.044444
within_session,2.735090,934.000000,0.259444
within_session,1.284718,27.000000,0.007500
within_session,1.655589,134.000000,0.037222
within_session,3.867828,330.000000,0.091667
within_session,3.335703,479.000000,0.133056
within_session,2.697642,2950.000000,0.819444
within_session,5.682083,5927.000000,1.646389
within_session,4.172590,12314.000000,3.420556
within_session,1.998403,225.000000,0.062500
within_session,5.302185,647.000000,0.179722
within_session,3.184648,2207.000000,0.613056
within_session,1.447924,42.000000,0.011667
within_session,3.030906,21404.000000,5.945556
within_session,3.707157,21350.000000,5.930556
within_session,1.513672,212.000000,0.058889
within_session,2.633942,675.000000,0.187500
within_session,1.466571,84.000000,0.023333
within_session,1.651136,138.000000,0.038333
within_session,1.709278,925.000000,0.256944
within_session,2.252992,16825.000000,4.673611
within_session,3.766613,33.000000,0.009167
within_session,3.794959,1693.000000,0.470278
within_session,1.476345,48.000000,0.013333
within_session,1.723091,874.000000,0.242778
within_session,3.416415,3493.000000,0.970278
within_session,1.649535,133.000000,0.036944
within_session,1.156734,1.000000,0.000278
within_session,1.360174,166.000000,0.046111
within_session,1.702135,529.000000,0.146944
within_session,2.287509,43.000000,0.011944
within_session,2.977830,120.000000,0.033333
within_session,1.316297,17.000000,0.004722
within_session,1.385089,116.000000,0.032222
within_session,2.190046,2747.000000,0.763056
within_session,2.332473,334.000000,0.092778
within_session,2.870855,421.000000,0.116944
within_session,1.515298,164.000000,0.045556
within_session,2.478920,26195.000000,7.276389
within_session,1.470320,141.000000,0.039167
within_session,1.261670,92.000000,0.025556
within_session,1.748228,60.000000,0.016667
within_session,4.066579,4309.000000,1.196944
within_session,6.233911,6195.000000,1.720833
within_session,3.664101,32386.000000,8.996111
within_session,1.486587,1955.000000,0.543056
within_session,1.730569,501.000000,0.139167
within_session,4.195356,15687.000000,4.357500
within_session,1.601411,69.000000,0.019167
within_session,1.768063,1652.000000,0.458889
within_session,2.485430,99.000000,0.027500
within_session,3.681784,120.000000,0.033333
within_session,3.948433,7421.000000,2.061389
within_session,1.258010,2.000000,0.000556
within_session,2.152675,167.000000,0.046389
within_session,10.479410,208.000000,0.057778
within_session,2.318710,375.000000,0.104167
within_session,3.028161,589.000000,0.163611
within_session,4.438636,9307.000000,2.585278
within_session,3.851462,763.000000,0.211944
within_session,1.249858,6.000000,0.001667
within_session,1.596881,95.000000,0.026389
within_session,1.528247,202.000000,0.056111
within_session,2.297630,355.000000,0.098611
within_session,10.308620,364.000000,0.101111
within_session,5.440138,35668.000000,9.907778
within_session,1.620387,65.000000,0.018056
within_session,3.146959,2227.000000,0.618611
within_session,1.891688,246.000000,0.068333
within_session,2.362223,328.000000,0.091111
within_session,1.745777,6331.000000,1.758611
within_session,1.556847,59.000000,0.016389
within_session,8.365524,85.000000,0.023611
within_session,1.812198,189.000000,0.052500
within_session,4.286765,3461.000000,0.961389
within_session,2.373888,241.000000,0.066944
within_session,3.678884,25400.000000,7.055556
within_session,2.329726,1872.000000,0.520000
within_session,1.509430,179.000000,0.049722
within_session,1.839143,322.000000,0.089444
within_session,2.467839,497.000000,0.138056
within_session,1.733753,5108.000000,1.418889
within_session,2.608088,870.000000,0.241667
within_session,1.739141,5155.000000,1.431944
within_session,3.069905,87.000000,0.024167
within_session,2.583570,214.000000,0.059444
within_session,2.802812,13563.000000,3.767500
within_session,3.584113,302.000000,0.083889
within_session,2.319550,13231.000000,3.675278
within_session,3.960176,1173.000000,0.325833
within_session,1.923298,2498.000000,0.693889
within_session,2.305831,168.000000,0.046667
within_session,2.886348,60.000000,0.016667
within_session,2.495191,55.000000,0.015278
within_session,2.024274,2229.000000,0.619167
within_session,1.362875,61.000000,0.016944
within_session,2.885228,10029.000000,2.785833
within_session,1.504918,111.000000,0.030833
within_session,4.585978,66869.000000,18.574722
