gap_type,alpha,xmin_s,xmin_h
global,2.379114,65.000000,0.018056
global,6.828545,45509.000000,12.641389
global,1.521674,727.000000,0.201944
global,1.948559,40.000000,0.011111
global,2.109623,5367.000000,1.490833
global,4.350952,40484.000000,11.245556
global,1.395879,176.000000,0.048889
global,1.521136,7.000000,0.001944
global,1.490554,191.000000,0.053056
global,1.886963,7704.000000,2.140000
global,1.377106,88.000000,0.024444
global,1.454696,981.000000,0.272500
global,1.845048,3169.000000,0.880278
global,28.881326,42318.000000,11.755000
global,1.321798,40.000000,0.011111
global,1.615508,2627.000000,0.729722
global,1.583947,382.000000,0.106111
global,1.270007,54.000000,0.015000
global,3.092003,62120.000000,17.255556
global,1.989564,4955.000000,1.376389
global,1.474158,1946.000000,0.540556
global,1.292830,43.000000,0.011944
global,1.429761,23.000000,0.006389
global,5.098532,64074.000000,17.798333
global,2.861785,32285.000000,8.968056
global,1.373360,98.000000,0.027222
global,1.455423,264.000000,0.073333
global,1.279260,40.000000,0.011111
global,2.204279,3622.000000,1.006111
global,3.816370,56864.000000,15.795556
global,1.412481,61.000000,0.016944
global,1.458545,469.000000,0.130278
global,1.811602,2218.000000,0.616111
global,2.369045,22914.000000,6.365000
global,1.441229,520.000000,0.144444
global,1.796981,2041.000000,0.566944
global,1.931885,4715.000000,1.309722
global,1.768380,1631.000000,0.453056
global,3.432526,69943.000000,19.428611
global,1.838247,4318.000000,1.199444
global,1.727800,936.000000,0.260000
global,2.771079,39215.000000,10.893056
global,2.175524,5282.000000,1.467222
global,1.429138,79.000000,0.021944
global,2.093527,9597.000000,2.665833
global,1.680761,148.000000,0.041111
global,1.385786,682.000000,0.189444
global,1.547424,18.000000,0.005000
global,2.027677,1364.000000,0.378889
global,5.288539,72536.000000,20.148889
global,1.347178,168.000000,0.046667
global,1.692575,196.000000,0.054444
global,2.810600,262.000000,0.072778
global,4.836772,3915.000000,1.087500
global,1.416929,166.000000,0.046111
global,2.646350,38985.000000,10.829167
global,3.853769,24722.000000,6.867222
global,2.769153,30916.000000,8.587778
global,1.815660,3824.000000,1.062222
global,1.909413,9827.000000,2.729722
global,1.282379,73.000000,0.020278
global,2.501169,2202.000000,0.611667
global,1.878603,2623.000000,0.728611
global,1.272776,22.000000,0.006111
global,1.362961,348.000000,0.096667
global,1.960226,9545.000000,2.651389
global,7.117229,48516.000000,13.476667
global,2.124283,13733.000000,3.814722
global,1.944830,6136.000000,1.704444
global,4.401028,67500.000000,18.750000
global,1.923636,1045.000000,0.290278
global,1.829159,6888.000000,1.913333
global,1.591956,223.000000,0.061944
global,1.664237,2784.000000,0.773333
global,6.498017,63155.000000,17.543056
global,1.234216,13.000000,0.003611
global,1.912421,5723.000000,1.589722
global,1.685806,3311.000000,0.919722
global,2.458864,14211.000000,3.947500
global,2.433730,42830.000000,11.897222
global,1.526462,109.000000,0.030278
global,1.874179,3419.000000,0.949722
global,1.580900,118.000000,0.032778
global,2.592584,39331.000000,10.925278
global,3.119558,27135.000000,7.537500
global,1.794624,3714.000000,1.031667
global,2.063828,9504.000000,2.640000
global,5.771296,78609.000000,21.835833
global,2.212063,14050.000000,3.902778
global,3.646351,45137.000000,12.538056
global,3.489094,1.000000,0.000278
global,1.677729,4409.000000,1.224722
global,1.939889,807.000000,0.224167
global,1.362084,51.000000,0.014167
global,1.499518,387.000000,0.107500
global,2.091358,8467.000000,2.351944
global,1.691650,2659.000000,0.738611
global,4.352186,38294.000000,10.637222
global,1.404431,208.000000,0.057778
global,1.604006,1076.000000,0.298889
global,1.832368,3645.000000,1.012500
global,1.345760,131.000000,0.036389
global,1.710201,2472.000000,0.686667
global,1.877509,3318.000000,0.921667
global,2.140365,8472.000000,2.353333
global,1.947027,5234.000000,1.453889
global,1.885728,5377.000000,1.493611
global,1.371148,36.000000,0.010000
global,2.813467,24982.000000,6.939444
global,1.501221,80.000000,0.022222
global,1.371967,68.000000,0.018889
global,1.482420,188.000000,0.052222
global,2.213763,7417.000000,2.060278
global,1.381881,175.000000,0.048611
global,1.227394,1.000000,0.000278
global,1.640548,602.000000,0.167222
global,1.242526,29.000000,0.008056
global,2.026394,11253.000000,3.125833
global,1.309526,22.000000,0.006111
global,1.645769,1526.000000,0.423889
global,2.069507,1698.000000,0.471667
global,1.315332,29.000000,0.008056
global,1.670291,1847.000000,0.513056
global,1.490903,1161.000000,0.322500
global,1.560666,76.000000,0.021111
global,1.420671,89.000000,0.024722
global,1.960306,10199.000000,2.833056
global,1.343407,66.000000,0.018333
global,2.473902,6601.000000,1.833611
global,1.251323,52.000000,0.014444
global,1.477160,824.000000,0.228889
global,3.158290,20385.000000,5.662500
global,1.372228,54.000000,0.015000
global,2.210595,32165.000000,8.934722
global,1.567639,3592.000000,0.997778
global,1.363133,176.000000,0.048889
global,2.157543,7656.000000,2.126667
global,1.426514,265.000000,0.073611
global,1.249171,32.000000,0.008889
global,2.538646,31914.000000,8.865000
global,1.352049,137.000000,0.038056
global,3.252612,37166.000000,10.323889
global,1.689969,1977.000000,0.549167
global,1.374595,163.000000,0.045278
global,1.289697,19.000000,0.005278
global,2.851984,48284.000000,13.412222
global,5.047933,69639.000000,19.344167
global,3.545366,42847.000000,11.901944
global,2.712699,36638.000000,10.177222
global,1.964249,3464.000000,0.962222
global,1.340843,248.000000,0.068889
global,1.397166,62.000000,0.017222
global,5.091450,66009.000000,18.335833
global,18.637282,80921.000000,22.478056
global,1.494738,2237.000000,0.621389
global,1.732008,1304.000000,0.362222
global,1.316486,15.000000,0.004167
global,1.928403,904.000000,0.251111
global,2.045285,15722.000000,4.367222
global,1.730520,2144.000000,0.595556
global,3.048005,37950.000000,10.541667
global,1.819076,4407.000000,1.224167
global,3.691098,40864.000000,11.351111
global,1.319246,34.000000,0.009444
global,3.862990,31666.000000,8.796111
global,2.231416,7563.000000,2.100833
global,3.786021,40045.000000,11.123611
global,1.368281,48.000000,0.013333
global,3.423594,25276.000000,7.021111
global,3.171124,29217.000000,8.115833
global,1.500191,1007.000000,0.279722
global,2.113325,9648.000000,2.680000
global,1.343509,92.000000,0.025556
global,1.491277,45.000000,0.012500
global,1.264866,18.000000,0.005000
global,2.514250,37889.000000,10.524722
global,1.425434,481.000000,0.133611
global,1.264329,34.000000,0.009444
global,2.492908,47645.000000,13.234722
global,1.403850,321.000000,0.089167
global,1.650797,4286.000000,1.190556
global,1.387024,98.000000,0.027222
global,4.233808,21764.000000,6.045556
global,5.816681,56233.000000,15.620278
global,1.306790,47.000000,0.013056
global,4.069833,48984.000000,13.606667
global,3.496807,60271.000000,16.741944
global,1.289021,71.000000,0.019722
global,1.903412,2034.000000,0.565000
global,1.528912,1259.000000,0.349722
global,1.435623,54.000000,0.015000
global,1.443328,2.000000,0.000556
global,1.515946,142.000000,0.039444
global,1.351710,80.000000,0.022222
global,1.677034,3052.000000,0.847778
global,2.150220,6951.000000,1.930833
global,1.467705,202.000000,0.056111
global,2.252134,14141.000000,3.928056
global,1.578818,346.000000,0.096111
global,1.318024,54.000000,0.015000
global,4.550911,52306.000000,14.529444
global,1.688646,2452.000000,0.681111
global,1.874225,2104.000000,0.584444
global,1.441088,213.000000,0.059167
global,1.206243,12.000000,0.003333
global,1.328504,76.000000,0.021111
global,1.532223,452.000000,0.125556
global,11.558240,68719.000000,19.088611
global,1.298333,43.000000,0.011944
global,2.730765,20272.000000,5.631111
global,2.257216,29853.000000,8.292500
global,1.454222,513.000000,0.142500
global,1.531480,1133.000000,0.314722
global,3.189802,13319.000000,3.699722
global,1.998112,3623.000000,1.006389
global,2.105790,20809.000000,5.780278
global,1.609147,658.000000,0.182778
global,1.898790,6679.000000,1.855278
global,3.403874,41848.000000,11.624444
global,2.843598,13247.000000,3.679722
global,1.420993,404.000000,0.112222
global,1.526210,165.000000,0.045833
global,2.524561,661.000000,0.183611
global,39.339272,1796.000000,0.498889
global,4.306884,26108.000000,7.252222
global,17.419139,44662.000000,12.406111
global,2.440225,9229.000000,2.563611
global,4.956543,55886.000000,15.523889
global,4.198775,57985.000000,16.106944
global,1.800430,6837.000000,1.899167
global,3.134569,26725.000000,7.423611
global,1.542430,286.000000,0.079444
global,1.511609,78.000000,0.021667
global,3.138078,94.000000,0.026111
global,3.749188,42029.000000,11.674722
global,1.865157,6210.000000,1.725000
global,1.345855,31.000000,0.008611
global,2.378831,2138.000000,0.593889
global,1.847294,4455.000000,1.237500
global,1.292602,66.000000,0.018333
global,3.695787,37414.000000,10.392778
global,2.708128,1853.000000,0.514722
global,1.721538,2290.000000,0.636111
global,2.195349,18717.000000,5.199167
global,2.231439,13305.000000,3.695833
global,1.666507,2983.000000,0.828611
global,5.096696,59457.000000,16.515833
global,4.695667,38855.000000,10.793056
global,1.859472,5882.000000,1.633889
global,1.615193,102.000000,0.028333
global,1.290386,39.000000,0.010833
global,3.369989,40126.000000,11.146111
global,1.325626,58.000000,0.016111
global,60.021311,3573.000000,0.992500
global,1.632206,95.000000,0.026389
global,1.565454,14.000000,0.003889
global,2.686165,38708.000000,10.752222
global,1.740816,6520.000000,1.811111
global,1.380826,144.000000,0.040000
global,1.612671,1896.000000,0.526667
global,1.585876,1865.000000,0.518056
global,3.233909,56784.000000,15.773333
global,1.289861,31.000000,0.008611
global,1.840917,3345.000000,0.929167
global,6.239829,39977.000000,11.104722
global,3.955752,40325.000000,11.201389
global,1.351368,361.000000,0.100278
global,15.133104,51035.000000,14.176389
global,1.730096,2267.000000,0.629722
global,1.938614,3742.000000,1.039444
global,1.559319,519.000000,0.144167
global,2.394128,21127.000000,5.868611
global,3.222434,38921.000000,10.811389
global,1.303255,58.000000,0.016111
global,1.913765,2610.000000,0.725000
global,1.704848,3031.000000,0.841944
global,26.025525,75861.000000,21.072500
global,1.512510,259.000000,0.071944
global,1.288098,67.000000,0.018611
global,1.640184,5810.000000,1.613889
global,1.441080,126.000000,0.035000
global,2.192100,2574.000000,0.715000
global,2.219969,13355.000000,3.709722
global,1.800237,3.000000,0.000833
global,3.403240,44121.000000,12.255833
global,1.609027,3059.000000,0.849722
global,1.442948,225.000000,0.062500
global,4.739275,40044.000000,11.123333
global,5.055677,1723.000000,0.478611
global,70.941677,28514.000000,7.920556
global,1.652189,1608.000000,0.446667
global,5.936256,24614.000000,6.837222
global,4.525937,23.000000,0.006389
global,2.071135,6273.000000,1.742500
global,1.702971,1322.000000,0.367222
global,1.349681,77.000000,0.021389
global,2.896169,39196.000000,10.887778
global,1.570184,2595.000000,0.720833
global,1.410439,191.000000,0.053056
global,1.374077,88.000000,0.024444
global,1.770443,1036.000000,0.287778
global,4.226928,11992.000000,3.331111
global,1.964970,4265.000000,1.184722
global,1.443864,186.000000,0.051667
global,1.446893,523.000000,0.145278
global,2.541626,40177.000000,11.160278
global,2.822877,40925.000000,11.368056
global,3.145484,27450.000000,7.625000
global,2.607341,54332.000000,15.092222
global,3.598582,30049.000000,8.346944
global,1.949103,2420.000000,0.672222
global,2.563610,30679.000000,8.521944
global,1.257834,9.000000,0.002500
global,1.567117,53.000000,0.014722
global,2.911065,34075.000000,9.465278
global,5.346463,84900.000000,23.583333
global,1.705932,263.000000,0.073056
global,1.333423,61.000000,0.016944
global,2.172031,4062.000000,1.128333
global,1.636080,2582.000000,0.717222
global,1.570957,1617.000000,0.449167
global,2.917919,38719.000000,10.755278
global,2.962232,8000.000000,2.222222
global,2.240660,10349.000000,2.874722
global,1.759337,3768.000000,1.046667
global,1.460757,911.000000,0.253056
global,1.793860,1172.000000,0.325556
global,1.472739,1701.000000,0.472500
global,1.378103,105.000000,0.029167
global,3.450919,47364.000000,13.156667
global,1.539250,155.000000,0.043056
global,1.928930,3219.000000,0.894167
global,5.034142,50592.000000,14.053333
global,1.478250,171.000000,0.047500
global,1.745402,5450.000000,1.513889
global,2.318553,10824.000000,3.006667
global,1.758367,2458.000000,0.682778
global,3.344971,37875.000000,10.520833
global,2.676014,3415.000000,0.948611
global,1.740149,3312.000000,0.920000
global,1.603131,1971.000000,0.547500
global,1.414536,109.000000,0.030278
global,1.529112,1365.000000,0.379167
global,2.741816,25257.000000,7.015833
global,1.384331,32.000000,0.008889
global,2.116782,14141.000000,3.928056
global,1.600867,3017.000000,0.838056
global,1.293623,48.000000,0.013333
global,1.256392,27.000000,0.007500
global,1.869462,3508.000000,0.974444
global,2.259443,26772.000000,7.436667
global,2.885553,4272.000000,1.186667
global,1.255180,73.000000,0.020278
global,1.566570,52.000000,0.014444
global,3.076808,37541.000000,10.428056
global,2.649868,28697.000000,7.971389
global,2.677707,22120.000000,6.144444
global,1.474688,31.000000,0.008611
global,1.776227,7962.000000,2.211667
global,1.583210,1778.000000,0.493889
global,2.271775,286.000000,0.079444
global,1.338820,114.000000,0.031667
global,1.236675,27.000000,0.007500
global,2.008389,4231.000000,1.175278
global,1.957045,2953.000000,0.820278
global,1.326829,53.000000,0.014722
global,1.775462,3012.000000,0.836667
global,1.471050,132.000000,0.036667
global,1.516859,72.000000,0.020000
global,1.517037,662.000000,0.183889
global,2.287887,9681.000000,2.689167
global,2.840043,29560.000000,8.211111
global,1.319149,105.000000,0.029167
global,1.497009,22.000000,0.006111
global,1.857292,6525.000000,1.812500
global,3.432188,38441.000000,10.678056
global,1.243391,23.000000,0.006389
global,1.974347,5809.000000,1.613611
global,4.004425,40941.000000,11.372500
global,2.883017,7.000000,0.001944
global,1.869033,1400.000000,0.388889
global,2.847029,20754.000000,5.765000
global,1.902916,3343.000000,0.928611
global,1.394675,84.000000,0.023333
global,3.182036,10494.000000,2.915000
global,1.651303,1335.000000,0.370833
global,1.563200,61.000000,0.016944
global,1.364631,125.000000,0.034722
global,2.353966,3401.000000,0.944722
global,1.853537,7643.000000,2.123056
global,1.394363,49.000000,0.013611
global,1.940475,5644.000000,1.567778
global,4.692345,60926.000000,16.923889
global,1.642172,1085.000000,0.301389
global,1.863302,5877.000000,1.632500
global,10.691833,84385.000000,23.440278
global,2.914483,36596.000000,10.165556
global,1.756428,2556.000000,0.710000
global,1.285963,48.000000,0.013333
global,1.512237,121.000000,0.033611
global,1.352116,49.000000,0.013611
global,1.594918,701.000000,0.194722
global,1.579641,1258.000000,0.349444
global,4.137069,43461.000000,12.072500
global,2.537203,15679.000000,4.355278
global,1.504772,79.000000,0.021944
global,1.319708,77.000000,0.021389
global,2.058164,4219.000000,1.171944
global,1.491185,590.000000,0.163889
global,2.905133,39866.000000,11.073889
global,1.917217,3701.000000,1.028056
global,1.510894,976.000000,0.271111
global,2.155162,17164.000000,4.767778
global,1.498514,288.000000,0.080000
global,1.294198,20.000000,0.005556
global,1.507172,127.000000,0.035278
global,3.315333,43996.000000,12.221111
global,2.220390,10326.000000,2.868333
global,4.971721,51030.000000,14.175000
global,1.987198,4808.000000,1.335556
global,1.595234,605.000000,0.168056
global,4.423054,46307.000000,12.863056
global,3.185908,47982.000000,13.328333
global,1.547780,1435.000000,0.398611
global,1.412027,142.000000,0.039444
global,1.486148,259.000000,0.071944
global,1.844449,7390.000000,2.052778
global,1.589138,939.000000,0.260833
global,6.383831,79868.000000,22.185556
global,1.329474,78.000000,0.021667
global,1.800808,3288.000000,0.913333
global,3.184564,25103.000000,6.973056
global,1.541848,92.000000,0.025556
global,2.455175,3547.000000,0.985278
global,2.055399,3148.000000,0.874444
global,1.986163,2635.000000,0.731944
global,3.686141,34151.000000,9.486389
global,1.630789,1614.000000,0.448333
global,3.411346,50042.000000,13.900556
global,1.976054,9027.000000,2.507500
global,1.669363,2717.000000,0.754722
global,2.939768,26839.000000,7.455278
global,1.417735,65.000000,0.018056
global,1.371578,22.000000,0.006111
global,5.439043,32974.000000,9.159444
global,2.296642,388.000000,0.107778
global,2.438498,20726.000000,5.757222
global,1.834255,4403.000000,1.223056
global,2.687378,38215.000000,10.615278
global,2.385097,7102.000000,1.972778
global,1.563613,65.000000,0.018056
global,1.749802,4692.000000,1.303333
global,1.593087,977.000000,0.271389
global,9.017875,60987.000000,16.940833
global,1.730497,857.000000,0.238056
global,1.295218,57.000000,0.015833
global,2.712365,25049.000000,6.958056
global,1.503784,1682.000000,0.467222
global,2.028629,2945.000000,0.818056
global,1.532519,2301.000000,0.639167
global,1.513383,50.000000,0.013889
global,1.421091,71.000000,0.019722
global,1.368315,50.000000,0.013889
global,2.260562,20335.000000,5.648611
global,2.944104,29531.000000,8.203056
global,3.609549,34984.000000,9.717778
global,1.444949,23.000000,0.006389
global,1.798304,639.000000,0.177500
global,2.054745,823.000000,0.228611
global,1.820362,297.000000,0.082500
global,1.839708,5664.000000,1.573333
global,1.693247,1459.000000,0.405278
global,1.912096,6107.000000,1.696389
global,1.612860,2862.000000,0.795000
global,1.628702,3597.000000,0.999167
global,1.632153,4247.000000,1.179722
global,1.667086,76.000000,0.021111
global,2.094880,459.000000,0.127500
global,1.305084,40.000000,0.011111
global,1.907515,19724.000000,5.478889
global,1.949314,6602.000000,1.833889
global,1.288948,162.000000,0.045000
global,3.127432,33665.000000,9.351389
global,5.256295,32158.000000,8.932778
global,1.644387,235.000000,0.065278
global,1.270877,10.000000,0.002778
global,4.006312,40637.000000,11.288056
global,3.949355,38629.000000,10.730278
global,1.582798,1413.000000,0.392500
global,2.099189,6666.000000,1.851667
global,1.829748,3132.000000,0.870000
global,3.001162,48106.000000,13.362778
global,1.409382,274.000000,0.076111
global,1.837450,2258.000000,0.627222
global,1.545958,1936.000000,0.537778
global,1.773796,1805.000000,0.501389
global,1.363954,116.000000,0.032222
global,1.940918,23339.000000,6.483056
global,1.693320,6196.000000,1.721111
global,1.310404,128.000000,0.035556
global,5.845361,49469.000000,13.741389
global,3.086105,29845.000000,8.290278
global,1.529145,1202.000000,0.333889
global,1.494621,824.000000,0.228889
global,1.755298,4195.000000,1.165278
global,1.837869,442.000000,0.122778
global,1.655612,3186.000000,0.885000
global,1.893377,5051.000000,1.403056
global,1.529240,3459.000000,0.960833
global,1.504179,197.000000,0.054722
global,4.457729,35343.000000,9.817500
global,1.504316,357.000000,0.099167
global,1.378608,210.000000,0.058333
global,1.766758,2256.000000,0.626667
global,1.615086,99.000000,0.027500
global,2.456679,27749.000000,7.708056
global,67.564084,14267.000000,3.963056
global,1.701576,283.000000,0.078611
global,3.255533,31927.000000,8.868611
global,1.511579,1632.000000,0.453333
global,1.495686,1528.000000,0.424444
global,3.869447,32635.000000,9.065278
global,1.494989,589.000000,0.163611
global,2.633932,30259.000000,8.405278
global,1.321201,86.000000,0.023889
global,1.764100,1119.000000,0.310833
global,2.097930,5143.000000,1.428611
global,1.318368,168.000000,0.046667
global,3.081143,16225.000000,4.506944
global,1.387355,170.000000,0.047222
global,3.123958,56710.000000,15.752778
global,1.816715,2307.000000,0.640833
global,2.805814,56524.000000,15.701111
global,1.497344,932.000000,0.258889
global,1.389422,125.000000,0.034722
global,1.267903,34.000000,0.009444
global,2.038917,21189.000000,5.885833
global,1.325841,59.000000,0.016389
global,1.202469,18.000000,0.005000
global,1.393471,141.000000,0.039167
global,6.857548,35964.000000,9.990000
global,1.359533,317.000000,0.088056
global,1.486467,1133.000000,0.314722
global,2.379749,29912.000000,8.308889
global,1.246542,17.000000,0.004722
global,2.483185,9849.000000,2.735833
global,2.339847,21935.000000,6.093056
global,2.054049,499.000000,0.138611
global,1.943801,5121.000000,1.422500
global,2.163731,21516.000000,5.976667
global,1.605465,2759.000000,0.766389
global,2.826283,24608.000000,6.835556
global,1.711281,791.000000,0.219722
global,2.394616,23711.000000,6.586389
global,2.995038,53877.000000,14.965833
global,1.860561,3507.000000,0.974167
global,3.945924,58948.000000,16.374444
global,1.505799,3267.000000,0.907500
global,1.312092,134.000000,0.037222
global,2.075256,2454.000000,0.681667
global,1.524800,58.000000,0.016111
global,1.643491,2277.000000,0.632500
global,1.531100,580.000000,0.161111
global,1.801767,4592.000000,1.275556
global,1.366087,106.000000,0.029444
global,1.290743,64.000000,0.017778
global,1.394582,42.000000,0.011667
global,3.515387,27013.000000,7.503611
global,1.579277,510.000000,0.141667
global,3.328228,47527.000000,13.201944
global,1.414695,61.000000,0.016944
global,1.545664,59.000000,0.016389
global,2.488628,28034.000000,7.787222
global,1.382324,58.000000,0.016111
global,1.325963,175.000000,0.048611
global,1.575420,3494.000000,0.970556
global,1.674770,627.000000,0.174167
global,1.509624,531.000000,0.147500
global,1.297003,120.000000,0.033333
global,4.659151,56942.000000,15.817222
global,2.841591,22761.000000,6.322500
global,1.393419,45.000000,0.012500
global,2.978191,90.000000,0.025000
global,1.407089,423.000000,0.117500
global,1.285233,21.000000,0.005833
global,1.412795,237.000000,0.065833
global,4.043355,56453.000000,15.681389
global,5.290557,17582.000000,4.883889
global,1.370760,186.000000,0.051667
global,1.649580,4356.000000,1.210000
global,1.940768,4666.000000,1.296111
global,1.344640,73.000000,0.020278
global,2.455906,11262.000000,3.128333
global,1.918230,2820.000000,0.783333
global,1.530922,20.000000,0.005556
global,2.072865,10749.000000,2.985833
global,1.337119,24.000000,0.006667
global,1.822320,1905.000000,0.529167
global,1.946464,5507.000000,1.529722
global,2.893641,42178.000000,11.716111
global,2.889771,35381.000000,9.828056
global,4.263576,50502.000000,14.028333
global,2.226073,15503.000000,4.306389
global,9.943906,38004.000000,10.556667
global,1.748180,4432.000000,1.231111
global,1.253878,13.000000,0.003611
global,1.598590,2608.000000,0.724444
global,3.623798,19457.000000,5.404722
global,1.542607,1561.000000,0.433611
global,1.944762,277.000000,0.076944
global,1.418814,102.000000,0.028333
global,1.840059,2063.000000,0.573056
global,1.479298,130.000000,0.036111
global,1.304239,37.000000,0.010278
global,1.427372,250.000000,0.069444
global,2.709886,34493.000000,9.581389
global,3.063167,42163.000000,11.711944
global,4.027690,55703.000000,15.473056
global,1.584685,3354.000000,0.931667
global,1.806419,7655.000000,2.126389
global,9.537772,76829.000000,21.341389
global,1.801059,1630.000000,0.452778
global,3.118392,29718.000000,8.255000
global,4.082606,56262.000000,15.628333
global,1.969037,6978.000000,1.938333
global,3.099549,44963.000000,12.489722
global,1.918650,2793.000000,0.775833
global,1.761824,7583.000000,2.106389
global,4.409673,40637.000000,11.288056
global,1.744955,3036.000000,0.843333
global,1.401692,305.000000,0.084722
global,1.522254,234.000000,0.065000
global,1.439043,61.000000,0.016944
global,1.609881,1638.000000,0.455000
global,1.389178,120.000000,0.033333
global,1.715405,1028.000000,0.285556
global,2.141844,26594.000000,7.387222
global,1.622087,101.000000,0.028056
global,1.471929,105.000000,0.029167
global,1.404754,192.000000,0.053333
global,3.001868,27106.000000,7.529444
global,2.456208,14669.000000,4.074722
global,5.176419,73356.000000,20.376667
global,3.496993,23023.000000,6.395278
global,1.514946,81.000000,0.022500
global,1.808060,9137.000000,2.538056
global,4.605306,36953.000000,10.264722
global,3.408975,24171.000000,6.714167
global,2.417983,26330.000000,7.313889
global,2.770310,19.000000,0.005278
global,3.541137,48792.000000,13.553333
global,1.563462,2373.000000,0.659167
global,1.349435,20.000000,0.005556
global,3.052153,16053.000000,4.459167
global,1.336082,107.000000,0.029722
global,1.651491,2451.000000,0.680833
global,1.684037,2153.000000,0.598056
global,2.629402,14660.000000,4.072222
global,1.642245,123.000000,0.034167
global,1.407299,230.000000,0.063889
global,2.097044,11012.000000,3.058889
global,1.664023,3106.000000,0.862778
global,1.544710,97.000000,0.026944
global,1.300196,66.000000,0.018333
global,1.750102,25.000000,0.006944
global,1.704925,220.000000,0.061111
global,1.899594,4911.000000,1.364167
global,1.904243,8556.000000,2.376667
global,1.820746,8311.000000,2.308611
global,5.945062,12937.000000,3.593611
global,2.010619,3215.000000,0.893056
global,1.408301,578.000000,0.160556
global,2.518019,25077.000000,6.965833
global,3.978938,37323.000000,10.367500
global,2.151680,9192.000000,2.553333
global,1.316825,61.000000,0.016944
global,2.109500,3530.000000,0.980556
global,3.737834,31459.000000,8.738611
global,1.843142,5747.000000,1.596389
global,2.831493,35021.000000,9.728056
global,1.839073,1211.000000,0.336389
global,4.571064,51556.000000,14.321111
global,3.503034,48260.000000,13.405556
global,1.833619,2454.000000,0.681667
global,1.587506,2431.000000,0.675278
global,5.018038,6858.000000,1.905000
global,1.729453,5159.000000,1.433056
global,3.078805,4441.000000,1.233611
global,1.740403,2771.000000,0.769722
global,1.720103,3050.000000,0.847222
global,1.455248,219.000000,0.060833
global,3.540621,63878.000000,17.743889
global,1.708530,444.000000,0.123333
global,1.921952,5208.000000,1.446667
global,3.217192,33321.000000,9.255833
global,1.774426,806.000000,0.223889
global,2.876588,34757.000000,9.654722
global,1.507503,830.000000,0.230556
global,3.742580,44675.000000,12.409722
global,2.678821,2710.000000,0.752778
global,2.026919,2333.000000,0.648056
global,2.955764,28470.000000,7.908333
global,1.442231,230.000000,0.063889
global,1.460138,203.000000,0.056389
global,2.722143,32290.000000,8.969444
global,4.918185,72398.000000,20.110556
global,3.598471,30878.000000,8.577222
global,3.345337,31699.000000,8.805278
global,1.797101,2693.000000,0.748056
global,1.608147,3567.000000,0.990833
global,2.815644,56.000000,0.015556
global,1.759181,2248.000000,0.624444
global,1.498904,1608.000000,0.446667
global,4.094461,40881.000000,11.355833
global,1.450868,144.000000,0.040000
global,2.054068,4627.000000,1.285278
global,1.664413,2650.000000,0.736111
global,3.063778,42254.000000,11.737222
global,3.316610,1705.000000,0.473611
global,1.237724,11.000000,0.003056
global,1.570779,625.000000,0.173611
global,1.545843,41.000000,0.011389
global,2.071217,12357.000000,3.432500
global,3.786757,51562.000000,14.322778
global,2.643063,14720.000000,4.088889
global,1.505696,1182.000000,0.328333
global,1.632397,76.000000,0.021111
global,1.648449,2469.000000,0.685833
global,4.880744,64622.000000,17.950556
global,7.853967,39093.000000,10.859167
global,1.505140,190.000000,0.052778
global,3.466152,46566.000000,12.935000
global,3.248821,48897.000000,13.582500
global,1.869402,393.000000,0.109167
global,2.022723,5548.000000,1.541111
global,1.404252,128.000000,0.035556
global,3.319889,49744.000000,13.817778
global,1.270642,15.000000,0.004167
global,2.932874,46027.000000,12.785278
global,1.376909,91.000000,0.025278
global,3.432563,32487.000000,9.024167
global,1.620787,1417.000000,0.393611
global,1.196360,23.000000,0.006389
global,2.953598,27501.000000,7.639167
global,3.431918,38509.000000,10.696944
global,3.001469,53473.000000,14.853611
global,1.597136,1879.000000,0.521944
global,1.316763,109.000000,0.030278
global,1.626925,2726.000000,0.757222
global,1.496681,23.000000,0.006389
global,3.939541,69100.000000,19.194444
global,1.559998,216.000000,0.060000
global,2.564481,22882.000000,6.356111
global,1.801959,3274.000000,0.909444
global,2.006797,8373.000000,2.325833
global,2.977717,10516.000000,2.921111
global,7.170741,59754.000000,16.598333
global,1.525567,97.000000,0.026944
global,1.600308,1978.000000,0.549444
global,1.706943,2476.000000,0.687778
global,1.927870,4403.000000,1.223056
global,2.018364,9213.000000,2.559167
global,2.013255,943.000000,0.261944
global,1.395491,38.000000,0.010556
global,1.553494,317.000000,0.088056
global,1.280006,47.000000,0.013056
global,2.874577,27018.000000,7.505000
global,1.330446,56.000000,0.015556
global,2.257755,11447.000000,3.179722
global,2.677334,22249.000000,6.180278
global,2.235445,9229.000000,2.563611
global,1.570009,998.000000,0.277222
global,1.590404,142.000000,0.039444
global,2.645649,23605.000000,6.556944
global,1.521335,266.000000,0.073889
global,4.654878,33676.000000,9.354444
global,2.836485,53298.000000,14.805000
global,1.562731,77.000000,0.021389
global,1.296249,70.000000,0.019444
global,3.421890,55735.000000,15.481944
global,3.787016,1936.000000,0.537778
global,1.299609,59.000000,0.016389
global,3.392050,57753.000000,16.042500
global,1.879394,3748.000000,1.041111
global,1.749111,1723.000000,0.478611
global,1.900143,1013.000000,0.281389
global,1.616312,569.000000,0.158056
global,1.375719,82.000000,0.022778
global,1.852748,6263.000000,1.739722
global,1.945685,1167.000000,0.324167
global,3.297328,21458.000000,5.960556
global,1.703106,2782.000000,0.772778
global,1.461868,686.000000,0.190556
